"Var1","Var2","value","year"
"R896","R693",0.135575126768081,"2019"
"R897","R693",0.529927760577915,"2019"
"R900","R693",0.380718255664814,"2019"
"R901","R693",0.129042536243428,"2019"
"R910","R693",0.527404343329886,"2019"
"R918","R693",0,"2019"
"R150_R751_L230","R713",0.45015143866734,"2019"
"R291","R713",0.740286298568507,"2019"
"R296","R713",0.369098039215686,"2019"
"R316","R713",0.359921568627451,"2019"
"R437","R713",0.609470026064292,"2019"
"R478","R713",0.166716020136216,"2019"
"R520_L575","R713",0.376,"2019"
"R523","R713",0.503336755646817,"2019"
"R561","R713",0.835437881873727,"2019"
"R584","R713",0.420588235294118,"2019"
"R587","R713",0.660927152317881,"2019"
"R591","R713",0.606039963669392,"2019"
"R605","R713",0.398646471156945,"2019"
"R611","R713",1,"2019"
"R623","R713",0.693054675955246,"2019"
"R627_R1334","R713",0.495345418912298,"2019"
"R688","R713",0.425271360979683,"2019"
"R693","R713",0.168866291648637,"2019"
"R713","R713",1,"2019"
"R714","R713",0.958360584259865,"2019"
"R716","R713",0.502606000845189,"2019"
"R717","R713",0.586721263527347,"2019"
"R728","R713",0.736716417910448,"2019"
"R729","R713",0.894736842105263,"2019"
"R730","R713",0.205639387597753,"2019"
"R734","R713",0.938840518156721,"2019"
"R738","R713",0.412114350410416,"2019"
"R739","R713",0.97153260509765,"2019"
"R741_R1232","R713",0.575308021121448,"2019"
"R745","R713",0.410195613515116,"2019"
"R747","R713",0.641555883801083,"2019"
"R750","R713",0.928656835392587,"2019"
"R799","R713",0.995161290322581,"2019"
"R831_R1034","R713",0.7245,"2019"
"R832","R713",0.561141304347826,"2019"
"R833","R713",0.697476609016161,"2019"
"R835","R713",0.375955459092196,"2019"
"R837_R1118_R1358_L1228_L1326","R713",0.692127965492451,"2019"
"R838","R713",0.600035823034211,"2019"
"R840","R713",0.646594455663668,"2019"
"R850","R713",0.307403231867719,"2019"
"R854","R713",0.798969072164949,"2019"
"R855","R713",0.578601595495073,"2019"
"R856","R713",0.742345465049105,"2019"
"R857","R713",0.892789373814042,"2019"
"R860","R713",0.915754923413567,"2019"
"R864","R713",0.565698478561549,"2019"
"R865","R713",0.87156366835276,"2019"
"R866","R713",0.679066696015849,"2019"
"R867","R713",0.663557628247835,"2019"
"R870","R713",0.771538461538462,"2019"
"R872","R713",0.770785028155018,"2019"
"R874","R713",0.301646309081253,"2019"
"R878","R713",0.807923169267707,"2019"
"R879","R713",0.558047493403694,"2019"
"R882","R713",0.623664749383731,"2019"
"R883","R713",0.594138543516874,"2019"
"R886","R713",0.540035067212157,"2019"
"R891","R713",0.743781094527363,"2019"
"R893","R713",0.955302366345311,"2019"
"R896","R713",0.73792367227115,"2019"
"R897","R713",0.987100103199174,"2019"
"R900","R713",0.729585292860197,"2019"
"R901","R713",0.617333120917636,"2019"
"R910","R713",0.998448810754912,"2019"
"R918","R713",0.692307692307692,"2019"
"R150_R751_L230","R714",0.424406865219586,"2019"
"R291","R714",0.643916155419223,"2019"
"R296","R714",0.36643137254902,"2019"
"R316","R714",0.331372549019608,"2019"
"R437","R714",0.612076455256299,"2019"
"R478","R714",0.17826473201066,"2019"
"R520_L575","R714",0.318444444444444,"2019"
"R523","R714",0.527207392197125,"2019"
"R561","R714",0.811405295315682,"2019"
"R584","R714",0.455882352941176,"2019"
"R587","R714",0.636423841059603,"2019"
"R591","R714",0.585603996366939,"2019"
"R605","R714",0.369427435814803,"2019"
"R611","R714",0.958381502890173,"2019"
"R623","R714",0.681866160016888,"2019"
"R627_R1334","R714",0.543851053405194,"2019"
"R688","R714",0.351795157250209,"2019"
"R693","R714",0.176979662483773,"2019"
"R713","R714",0.866719242902208,"2019"
"R714","R714",1,"2019"
"R716","R714",0.442174954218904,"2019"
"R717","R714",0.551623281661304,"2019"
"R728","R714",0.693532338308458,"2019"
"R729","R714",0.801572897761646,"2019"
"R730","R714",0.202995924661306,"2019"
"R734","R714",0.839456360161393,"2019"
"R738","R714",0.36541183130484,"2019"
"R739","R714",0.983118172790467,"2019"
"R741_R1232","R714",0.558712597435253,"2019"
"R745","R714",0.393005334914049,"2019"
"R747","R714",0.612506154603644,"2019"
"R750","R714",0.890793144679155,"2019"
"R799","R714",0.988709677419355,"2019"
"R831_R1034","R714",0.7605,"2019"
"R832","R714",0.584692028985507,"2019"
"R833","R714",0.698043663169833,"2019"
"R835","R714",0.356138529772577,"2019"
"R837_R1118_R1358_L1228_L1326","R714",0.690510424155284,"2019"
"R838","R714",0.575317929428623,"2019"
"R840","R714",0.629704424453828,"2019"
"R850","R714",0.306839534009771,"2019"
"R854","R714",0.805670103092784,"2019"
"R855","R714",0.542937587986861,"2019"
"R856","R714",0.715193529751589,"2019"
"R857","R714",0.891840607210626,"2019"
"R860","R714",0.866520787746171,"2019"
"R864","R714",0.524204702627939,"2019"
"R865","R714",0.833076753903673,"2019"
"R866","R714",0.653973145498569,"2019"
"R867","R714",0.650233177881412,"2019"
"R870","R714",0.656538461538462,"2019"
"R872","R714",0.662139781384564,"2019"
"R874","R714",0.330855018587361,"2019"
"R878","R714",0.779111644657863,"2019"
"R879","R714",0.50131926121372,"2019"
"R882","R714",0.610517666392769,"2019"
"R883","R714",0.514209591474245,"2019"
"R886","R714",0.491525423728814,"2019"
"R891","R714",0.743781094527363,"2019"
"R893","R714",0.91498685363716,"2019"
"R896","R714",0.674139311449159,"2019"
"R897","R714",0.987616099071207,"2019"
"R900","R714",0.710560068405301,"2019"
"R901","R714",0.569380277202485,"2019"
"R910","R714",0.971561530506722,"2019"
"R918","R714",0.650549450549451,"2019"
"R150_R751_L230","R716",0.285083291267037,"2019"
"R291","R716",0.763548057259714,"2019"
"R296","R716",0.637019607843137,"2019"
"R316","R716",0.320156862745098,"2019"
"R437","R716",0.52606429192007,"2019"
"R478","R716",0.0269469943737045,"2019"
"R520_L575","R716",0.850444444444444,"2019"
"R523","R716",0.183264887063655,"2019"
"R561","R716",0.678615071283096,"2019"
"R584","R716",0.0303921568627451,"2019"
"R587","R716",0.908609271523179,"2019"
"R591","R716",0.829927338782925,"2019"
"R605","R716",0.293372005585992,"2019"
"R611","R716",1,"2019"
"R623","R716",0.467595524593625,"2019"
"R627_R1334","R716",0.0499755022048016,"2019"
"R688","R716",0.723072641246869,"2019"
"R693","R716",0.0339679792297707,"2019"
"R713","R716",0.703470031545741,"2019"
"R714","R716",0.68432526705908,"2019"
"R716","R716",1,"2019"
"R717","R716",0.930096519450132,"2019"
"R728","R716",0.720199004975124,"2019"
"R729","R716",0.981246218995765,"2019"
"R730","R716",0.100451591584976,"2019"
"R734","R716",0.791038437035464,"2019"
"R738","R716",0.833286159071611,"2019"
"R739","R716",0.523667659715326,"2019"
"R741_R1232","R716",0.877042997234096,"2019"
"R745","R716",0.81624184943687,"2019"
"R747","R716",0.948793697685869,"2019"
"R750","R716",0.786767636508569,"2019"
"R799","R716",0.512365591397849,"2019"
"R831_R1034","R716",0.224,"2019"
"R832","R716",0.0656702898550725,"2019"
"R833","R716",0.628863056421888,"2019"
"R835","R716",0.413985090119845,"2019"
"R837_R1118_R1358_L1228_L1326","R716",0.444104960460101,"2019"
"R838","R716",0.344796704280853,"2019"
"R840","R716",0.386818432164494,"2019"
"R850","R716",0.164599774520857,"2019"
"R854","R716",0.430927835051546,"2019"
"R855","R716",0.914124824026279,"2019"
"R856","R716",0.994800693240901,"2019"
"R857","R716",0.401328273244782,"2019"
"R860","R716",1,"2019"
"R864","R716",0.85154449054864,"2019"
"R865","R716",0.600175940180339,"2019"
"R866","R716",0.403037640325776,"2019"
"R867","R716",0.831445702864757,"2019"
"R870","R716",0.799230769230769,"2019"
"R872","R716",0.974163630341173,"2019"
"R874","R716",0.0175252257036644,"2019"
"R878","R716",1,"2019"
"R879","R716",0.982849604221636,"2019"
"R882","R716",0.981922760887428,"2019"
"R883","R716",0.997335701598579,"2019"
"R886","R716",0.967855055523086,"2019"
"R891","R716",1,"2019"
"R893","R716",0.66432953549518,"2019"
"R896","R716",0.896984254069923,"2019"
"R897","R716",0.598039215686274,"2019"
"R900","R716",0.59234715690466,"2019"
"R901","R716",0.806276883861717,"2019"
"R910","R716",0.613236814891417,"2019"
"R918","R716",1,"2019"
"R150_R751_L230","R717",0.128722867238768,"2019"
"R291","R717",0.427914110429448,"2019"
"R296","R717",0.355450980392157,"2019"
"R316","R717",0.175843137254902,"2019"
"R437","R717",0.377497827975673,"2019"
"R478","R717",0.0376073437962689,"2019"
"R520_L575","R717",0.460888888888889,"2019"
"R523","R717",0.16735112936345,"2019"
"R561","R717",0.596334012219959,"2019"
"R584","R717",0.00147058823529412,"2019"
"R587","R717",0.652317880794702,"2019"
"R591","R717",0.614441416893733,"2019"
"R605","R717",0.140831453432162,"2019"
"R611","R717",0.487861271676301,"2019"
"R623","R717",0.345155161494617,"2019"
"R627_R1334","R717",0.0612444879960804,"2019"
"R688","R717",0.342888950737545,"2019"
"R693","R717",0.0375378623972306,"2019"
"R713","R717",0.395504731861199,"2019"
"R714","R717",0.411161979507303,"2019"
"R716","R717",0.447950415551486,"2019"
"R717","R717",1,"2019"
"R728","R717",0.414129353233831,"2019"
"R729","R717",0.405928614640048,"2019"
"R730","R717",0.0593677717810332,"2019"
"R734","R717",0.456784880016989,"2019"
"R738","R717",0.588734786300594,"2019"
"R739","R717",0.305196954650778,"2019"
"R741_R1232","R717",0.688710082977118,"2019"
"R745","R717",0.503556609365738,"2019"
"R747","R717",0.974396848842935,"2019"
"R750","R717",0.597847748106816,"2019"
"R799","R717",0.480645161290323,"2019"
"R831_R1034","R717",0.176,"2019"
"R832","R717",0.0602355072463768,"2019"
"R833","R717",0.440601077402892,"2019"
"R835","R717",0.22496933094272,"2019"
"R837_R1118_R1358_L1228_L1326","R717",0.241013659237958,"2019"
"R838","R717",0.256492924950743,"2019"
"R840","R717",0.250413071415458,"2019"
"R850","R717",0.112363773017663,"2019"
"R854","R717",0.392783505154639,"2019"
"R855","R717",0.949319568277804,"2019"
"R856","R717",0.896013864818024,"2019"
"R857","R717",0.412713472485769,"2019"
"R860","R717",0.561269146608315,"2019"
"R864","R717",0.84923928077455,"2019"
"R865","R717",0.367275126457005,"2019"
"R866","R717",0.285714285714286,"2019"
"R867","R717",0.85742838107928,"2019"
"R870","R717",0.426923076923077,"2019"
"R872","R717",0.553494534614111,"2019"
"R874","R717",0,"2019"
"R878","R717",0.679471788715486,"2019"
"R879","R717",0.862796833773087,"2019"
"R882","R717",1,"2019"
"R883","R717",0.941385435168739,"2019"
"R886","R717",0.997077732320281,"2019"
"R891","R717",0.972636815920398,"2019"
"R893","R717",0.624890446976337,"2019"
"R896","R717",0.486522551374433,"2019"
"R897","R717",0.501031991744066,"2019"
"R900","R717",0.4497648567764,"2019"
"R901","R717",0.515373586108013,"2019"
"R910","R717",0.59100310237849,"2019"
"R918","R717",0.721978021978022,"2019"
"R150_R751_L230","R728",0.3331650681474,"2019"
"R291","R728",0.560071574642127,"2019"
"R296","R728",0.536156862745098,"2019"
"R316","R728",0.27278431372549,"2019"
"R437","R728",0.782580364900087,"2019"
"R478","R728",0.165827657684335,"2019"
"R520_L575","R728",0.306444444444444,"2019"
"R523","R728",0.463552361396304,"2019"
"R561","R728",0.940936863543788,"2019"
"R584","R728",0.377450980392157,"2019"
"R587","R728",0.915894039735099,"2019"
"R591","R728",0.772252497729337,"2019"
"R605","R728",0.280588677623805,"2019"
"R611","R728",0.421965317919075,"2019"
"R623","R728",0.759341355288157,"2019"
"R627_R1334","R728",0.41891229789319,"2019"
"R688","R728",0.178680768160312,"2019"
"R693","R728",0.151341410644743,"2019"
"R713","R728",0.729889589905363,"2019"
"R714","R728",0.759755831698278,"2019"
"R716","R728",0.509790111283279,"2019"
"R717","R728",0.608657502193624,"2019"
"R728","R728",1,"2019"
"R729","R728",0.388384754990926,"2019"
"R730","R728",0.188677167088886,"2019"
"R734","R728",0.744319388405182,"2019"
"R738","R728",0.244551372771016,"2019"
"R739","R728",0.914597815292949,"2019"
"R741_R1232","R728",0.743776716117677,"2019"
"R745","R728",0.726437462951986,"2019"
"R747","R728",0.588380108321024,"2019"
"R750","R728",0.882024711040255,"2019"
"R799","R728",0.955913978494624,"2019"
"R831_R1034","R728",0.6515,"2019"
"R832","R728",0.517210144927536,"2019"
"R833","R728",0.899347887723278,"2019"
"R835","R728",0.470416155515712,"2019"
"R837_R1118_R1358_L1228_L1326","R728",0.536125089863408,"2019"
"R838","R728",0.592512985849902,"2019"
"R840","R728",0.630255186341105,"2019"
"R850","R728",0.29706877113867,"2019"
"R854","R728",0.892783505154639,"2019"
"R855","R728",0.59314875645237,"2019"
"R856","R728",0.554015020219526,"2019"
"R857","R728",0.930740037950664,"2019"
"R860","R728",0.261487964989059,"2019"
"R864","R728",0.590133702166897,"2019"
"R865","R728",0.805146250274906,"2019"
"R866","R728",0.683689192163768,"2019"
"R867","R728",0.734177215189873,"2019"
"R870","R728",0.554807692307692,"2019"
"R872","R728",0.492547201059954,"2019"
"R874","R728",0.256505576208178,"2019"
"R878","R728",0.258103241296519,"2019"
"R879","R728",0.880606860158311,"2019"
"R882","R728",0.555464256368118,"2019"
"R883","R728",0.904973357015986,"2019"
"R886","R728",0.621274108708358,"2019"
"R891","R728",0.13681592039801,"2019"
"R893","R728",1,"2019"
"R896","R728",0.509741126234321,"2019"
"R897","R728",0.952528379772962,"2019"
"R900","R728",0.802907225309962,"2019"
"R901","R728",0.584833519197069,"2019"
"R910","R728",0.971561530506722,"2019"
"R918","R728",0.242857142857143,"2019"
"R150_R751_L230","R729",0.140206966178698,"2019"
"R291","R729",0.342280163599182,"2019"
"R296","R729",0.0271372549019608,"2019"
"R316","R729",0.129647058823529,"2019"
"R437","R729",0.00347523892267593,"2019"
"R478","R729",0.00917974533609713,"2019"
"R520_L575","R729",0.329777777777778,"2019"
"R523","R729",0.00795687885010267,"2019"
"R561","R729",0.00773930753564155,"2019"
"R584","R729",0.0151960784313725,"2019"
"R587","R729",0.0311258278145695,"2019"
"R591","R729",0.123978201634877,"2019"
"R605","R729",0.171124718014824,"2019"
"R611","R729",1,"2019"
"R623","R729",0.0183660544648512,"2019"
"R627_R1334","R729",0.0151886330230279,"2019"
"R688","R729",0.401057612023379,"2019"
"R693","R729",0.00335352661185634,"2019"
"R713","R729",0.29160094637224,"2019"
"R714","R729",0.288859821233922,"2019"
"R716","R729",0.228482884913368,"2019"
"R717","R729",0.196256215267622,"2019"
"R728","R729",0.127761194029851,"2019"
"R729","R729",1,"2019"
"R730","R729",0.0149796233065316,"2019"
"R734","R729",0.320450201741346,"2019"
"R738","R729",0.306538352674781,"2019"
"R739","R729",0.126448195961602,"2019"
"R741_R1232","R729",0.145335680160925,"2019"
"R745","R729",0.000889152341434499,"2019"
"R747","R729",0.202855736090596,"2019"
"R750","R729",0.133917895575927,"2019"
"R799","R729",0.0172043010752688,"2019"
"R831_R1034","R729",0.008,"2019"
"R832","R729",0.0072463768115942,"2019"
"R833","R729",0.00453643322937341,"2019"
"R835","R729",0.0677550250070775,"2019"
"R837_R1118_R1358_L1228_L1326","R729",0.214953271028037,"2019"
"R838","R729",0.0220311660397636,"2019"
"R840","R729",0.0761887277400404,"2019"
"R850","R729",0.0214205186020293,"2019"
"R854","R729",0.00824742268041237,"2019"
"R855","R729",0.145002346316283,"2019"
"R856","R729",0.358174465626805,"2019"
"R857","R729",0.123339658444023,"2019"
"R860","R729",0.952954048140044,"2019"
"R864","R729",0.159059474412171,"2019"
"R865","R729",0.201451506487794,"2019"
"R866","R729",0.0396213955535989,"2019"
"R867","R729",0.117255163224517,"2019"
"R870","R729",0.306730769230769,"2019"
"R872","R729",0.482278900298112,"2019"
"R874","R729",0.0164630908125332,"2019"
"R878","R729",0.944777911164466,"2019"
"R879","R729",0,"2019"
"R882","R729",0.256368118323747,"2019"
"R883","R729",0,"2019"
"R886","R729",0.12156633547633,"2019"
"R891","R729",1,"2019"
"R893","R729",0.007011393514461,"2019"
"R896","R729",0.420069388844409,"2019"
"R897","R729",0.0505675954592363,"2019"
"R900","R729",0.0944848225737495,"2019"
"R901","R729",0.256651266528596,"2019"
"R910","R729",0.00879007238883144,"2019"
"R918","R729",0.854945054945055,"2019"
"R150_R751_L230","R730",0.719712266532055,"2019"
"R291","R730",0.34560327198364,"2019"
"R296","R730",0.313725490196078,"2019"
"R316","R730",0.648705882352941,"2019"
"R437","R730",0.466985230234579,"2019"
"R478","R730",0.980159905241338,"2019"
"R520_L575","R730",0.112,"2019"
"R523","R730",0.86088295687885,"2019"
"R561","R730",0.353971486761711,"2019"
"R584","R730",1,"2019"
"R587","R730",0.194701986754967,"2019"
"R591","R730",0.244550408719346,"2019"
"R605","R730",0.76656998603502,"2019"
"R611","R730",0.061271676300578,"2019"
"R623","R730",0.575680810639645,"2019"
"R627_R1334","R730",0.967172954434101,"2019"
"R688","R730",0.284441970498191,"2019"
"R693","R730",0.783859800951969,"2019"
"R713","R730",0.368099369085173,"2019"
"R714","R730",0.401787660780467,"2019"
"R716","R730",0.128468798422313,"2019"
"R717","R730",0.157648435214975,"2019"
"R728","R730",0.34089552238806,"2019"
"R729","R730",0.0822746521476104,"2019"
"R730","R730",1,"2019"
"R734","R730",0.296241240178382,"2019"
"R738","R730",0.141805830738749,"2019"
"R739","R730",0.592850049652433,"2019"
"R741_R1232","R730",0.142821222026653,"2019"
"R745","R730",0.148784825133373,"2019"
"R747","R730",0.105859182668636,"2019"
"R750","R730",0.234356317257872,"2019"
"R799","R730",0.561827956989247,"2019"
"R831_R1034","R730",0.8815,"2019"
"R832","R730",1,"2019"
"R833","R730",0.388715622341934,"2019"
"R835","R730",0.569878267434179,"2019"
"R837_R1118_R1358_L1228_L1326","R730",0.622573687994249,"2019"
"R838","R730",0.700877664338169,"2019"
"R840","R730",0.667890581971728,"2019"
"R850","R730",0.914505824877865,"2019"
"R854","R730",0.641752577319588,"2019"
"R855","R730",0.0736743312998592,"2019"
"R856","R730",0.0231080300404391,"2019"
"R857","R730",0.72865275142315,"2019"
"R860","R730",0,"2019"
"R864","R730",0.120331950207469,"2019"
"R865","R730",0.474818561689026,"2019"
"R866","R730",0.668060752806516,"2019"
"R867","R730",0.207195203197868,"2019"
"R870","R730",0.238846153846154,"2019"
"R872","R730",0.126531964226565,"2019"
"R874","R730",1,"2019"
"R878","R730",0,"2019"
"R879","R730",0.0230870712401055,"2019"
"R882","R730",0.0131470829909614,"2019"
"R883","R730",0,"2019"
"R886","R730",0.0298071303331385,"2019"
"R891","R730",0,"2019"
"R893","R730",0.42068361086766,"2019"
"R896","R730",0.302375233520149,"2019"
"R897","R730",0.515479876160991,"2019"
"R900","R730",0.490808037622916,"2019"
"R901","R730",0.308905528118528,"2019"
"R910","R730",0.460703205791107,"2019"
"R918","R730",0,"2019"
"R150_R751_L230","R734",0.381499242806663,"2019"
"R291","R734",0.772750511247444,"2019"
"R296","R734",0.340078431372549,"2019"
"R316","R734",0.325647058823529,"2019"
"R437","R734",0.516724587315378,"2019"
"R478","R734",0.165827657684335,"2019"
"R520_L575","R734",0.401333333333333,"2019"
"R523","R734",0.375256673511294,"2019"
"R561","R734",0.820366598778004,"2019"
"R584","R734",0.238235294117647,"2019"
"R587","R734",0.703311258278146,"2019"
"R591","R734",0.626930063578565,"2019"
"R605","R734",0.34665377591578,"2019"
"R611","R734",1,"2019"
"R623","R734",0.614946168461051,"2019"
"R627_R1334","R734",0.273885350318471,"2019"
"R688","R734",0.445866963540217,"2019"
"R693","R734",0.110774556469061,"2019"
"R713","R734",0.871648264984227,"2019"
"R714","R734",0.861783300632222,"2019"
"R716","R734",0.524721791801662,"2019"
"R717","R734",0.629131324948815,"2019"
"R728","R734",0.697512437810945,"2019"
"R729","R734",0.912885662431942,"2019"
"R730","R734",0.153651283180967,"2019"
"R734","R734",1,"2019"
"R738","R734",0.446645909991509,"2019"
"R739","R734",0.803707381661701,"2019"
"R741_R1232","R734",0.610510435001257,"2019"
"R745","R734",0.440426793123889,"2019"
"R747","R734",0.693254554406696,"2019"
"R750","R734",0.959744918294141,"2019"
"R799","R734",0.834408602150538,"2019"
"R831_R1034","R734",0.503,"2019"
"R832","R734",0.367300724637681,"2019"
"R833","R734",0.61241848596541,"2019"
"R835","R734",0.338775125035387,"2019"
"R837_R1118_R1358_L1228_L1326","R734",0.618260244428469,"2019"
"R838","R734",0.517642844348916,"2019"
"R840","R734",0.564714521755095,"2019"
"R850","R734",0.263059000375799,"2019"
"R854","R734",0.689175257731959,"2019"
"R855","R734",0.619896762083529,"2019"
"R856","R734",0.764298093587522,"2019"
"R857","R734",0.76280834914611,"2019"
"R860","R734",0.991247264770241,"2019"
"R864","R734",0.560165975103734,"2019"
"R865","R734",0.772157466461403,"2019"
"R866","R734",0.61765353290777,"2019"
"R867","R734",0.666222518321119,"2019"
"R870","R734",0.778653846153846,"2019"
"R872","R734",0.798608810864525,"2019"
"R874","R734",0.14922995220393,"2019"
"R878","R734",0.800720288115246,"2019"
"R879","R734",0.603562005277045,"2019"
"R882","R734",0.639276910435497,"2019"
"R883","R734",0.646536412078153,"2019"
"R886","R734",0.569842197545295,"2019"
"R891","R734",0.743781094527363,"2019"
"R893","R734",0.907099035933392,"2019"
"R896","R734",0.761676007472645,"2019"
"R897","R734",0.878740970072239,"2019"
"R900","R734",0.665027789653698,"2019"
"R901","R734",0.63565397482874,"2019"
"R910","R734",0.897621509824199,"2019"
"R918","R734",0.773626373626374,"2019"
"R150_R751_L230","R738",0.0976779404341242,"2019"
"R291","R738",0.392638036809816,"2019"
"R296","R738",0.204235294117647,"2019"
"R316","R738",0.173725490196078,"2019"
"R437","R738",0.111424847958297,"2019"
"R478","R738",0,"2019"
"R520_L575","R738",0.714,"2019"
"R523","R738",0.0205338809034908,"2019"
"R561","R738",0.164969450101833,"2019"
"R584","R738",0,"2019"
"R587","R738",0.220860927152318,"2019"
"R591","R738",0.39827429609446,"2019"
"R605","R738",0.149425287356322,"2019"
"R611","R738",0.689017341040462,"2019"
"R623","R738",0.112096263457885,"2019"
"R627_R1334","R738",0.0166585007349339,"2019"
"R688","R738",0.628444197049819,"2019"
"R693","R738",0,"2019"
"R713","R738",0.287066246056782,"2019"
"R714","R738",0.281447569217353,"2019"
"R716","R738",0.414706296661502,"2019"
"R717","R738",0.608365019011407,"2019"
"R728","R738",0.171940298507463,"2019"
"R729","R738",0.655172413793103,"2019"
"R730","R738",0.0551822887983258,"2019"
"R734","R738",0.335102994266299,"2019"
"R738","R738",1,"2019"
"R739","R738",0.0678583250579278,"2019"
"R741_R1232","R738",0.416897158662308,"2019"
"R745","R738",0.23918197984588,"2019"
"R747","R738",0.709010339734121,"2019"
"R750","R738",0.273415703467517,"2019"
"R799","R738",0.17258064516129,"2019"
"R831_R1034","R738",0.0385,"2019"
"R832","R738",0,"2019"
"R833","R738",0.110859087042813,"2019"
"R835","R738",0.110786071529678,"2019"
"R837_R1118_R1358_L1228_L1326","R738",0.152228612508986,"2019"
"R838","R738",0.07684040838259,"2019"
"R840","R738",0.0822471085000918,"2019"
"R850","R738",0.00676437429537768,"2019"
"R854","R738",0.0701030927835052,"2019"
"R855","R738",0.690286250586579,"2019"
"R856","R738",0.79896013864818,"2019"
"R857","R738",0.166034155597723,"2019"
"R860","R738",0.835886214442013,"2019"
"R864","R738",0.695251267865376,"2019"
"R865","R738",0.218165823619969,"2019"
"R866","R738",0.0902487343165309,"2019"
"R867","R738",0.60692871419054,"2019"
"R870","R738",0.400384615384615,"2019"
"R872","R738",0.591917853593905,"2019"
"R874","R738",0,"2019"
"R878","R738",0.899159663865546,"2019"
"R879","R738",0.342348284960422,"2019"
"R882","R738",0.889071487263763,"2019"
"R883","R738",0.336589698046181,"2019"
"R886","R738",0.722969023962595,"2019"
"R891","R738",1,"2019"
"R893","R738",0.170902716914987,"2019"
"R896","R738",0.572191086202295,"2019"
"R897","R738",0.170794633642931,"2019"
"R900","R738",0.193244976485678,"2019"
"R901","R738",0.472359407360204,"2019"
"R910","R738",0.191313340227508,"2019"
"R918","R738",0.936263736263736,"2019"
"R150_R751_L230","R739",0.314235234729934,"2019"
"R291","R739",0.319018404907975,"2019"
"R296","R739",0.273411764705882,"2019"
"R316","R739",0.222509803921569,"2019"
"R437","R739",0.495873153779322,"2019"
"R478","R739",0.17826473201066,"2019"
"R520_L575","R739",0.0613333333333333,"2019"
"R523","R739",0.518223819301848,"2019"
"R561","R739",0.619144602851324,"2019"
"R584","R739",0.440686274509804,"2019"
"R587","R739",0.471854304635762,"2019"
"R591","R739",0.404859218891916,"2019"
"R605","R739",0.249973144268987,"2019"
"R611","R739",0.28092485549133,"2019"
"R623","R739",0.559003588769263,"2019"
"R627_R1334","R739",0.51984321411073,"2019"
"R688","R739",0.0620651266351239,"2019"
"R693","R739",0.174491562094331,"2019"
"R713","R739",0.578667192429022,"2019"
"R714","R739",0.647482014388489,"2019"
"R716","R739",0.222848288491337,"2019"
"R717","R739",0.269669494004095,"2019"
"R728","R739",0.549850746268657,"2019"
"R729","R739",0.231094978826376,"2019"
"R730","R739",0.197268421632338,"2019"
"R734","R739",0.515608409428753,"2019"
"R738","R739",0.058024341919049,"2019"
"R739","R739",1,"2019"
"R741_R1232","R739",0.302740759366357,"2019"
"R745","R739",0.302015411973918,"2019"
"R747","R739",0.259478089611029,"2019"
"R750","R739",0.563571143882025,"2019"
"R799","R739",0.840860215053763,"2019"
"R831_R1034","R739",0.737,"2019"
"R832","R739",0.582880434782609,"2019"
"R833","R739",0.569038843209526,"2019"
"R835","R739",0.28508068321223,"2019"
"R837_R1118_R1358_L1228_L1326","R739",0.519949676491733,"2019"
"R838","R739",0.486655919756403,"2019"
"R840","R739",0.538645125757298,"2019"
"R850","R739",0.295941375422773,"2019"
"R854","R739",0.788659793814433,"2019"
"R855","R739",0.277803847958705,"2019"
"R856","R739",0.212016175621028,"2019"
"R857","R739",0.872865275142315,"2019"
"R860","R739",0.163019693654267,"2019"
"R864","R739",0.264638082065468,"2019"
"R865","R739",0.641741807785353,"2019"
"R866","R739",0.550077041602465,"2019"
"R867","R739",0.362425049966689,"2019"
"R870","R739",0.392692307692308,"2019"
"R872","R739",0.293143424975157,"2019"
"R874","R739",0.338821030270844,"2019"
"R878","R739",0.115246098439376,"2019"
"R879","R739",0.236147757255937,"2019"
"R882","R739",0.231717337715694,"2019"
"R883","R739",0.201598579040853,"2019"
"R886","R739",0.194038573933372,"2019"
"R891","R739",0,"2019"
"R893","R739",0.722173531989483,"2019"
"R896","R739",0.378969842540699,"2019"
"R897","R739",0.844169246646027,"2019"
"R900","R739",0.569260367678495,"2019"
"R901","R739",0.322924964154851,"2019"
"R910","R739",0.791623578076525,"2019"
"R918","R739",0.107692307692308,"2019"
"R150_R751_L230","R741_R1232",0.160524987380111,"2019"
"R291","R741_R1232",0.413087934560327,"2019"
"R296","R741_R1232",0.508862745098039,"2019"
"R316","R741_R1232",0.176941176470588,"2019"
"R437","R741_R1232",0.574500434404865,"2019"
"R478","R741_R1232",0.083802191294048,"2019"
"R520_L575","R741_R1232",0.426666666666667,"2019"
"R523","R741_R1232",0.247433264887064,"2019"
"R561","R741_R1232",0.776374745417515,"2019"
"R584","R741_R1232",0.0602941176470588,"2019"
"R587","R741_R1232",0.876158940397351,"2019"
"R591","R741_R1232",0.725703905540418,"2019"
"R605","R741_R1232",0.15415189601461,"2019"
"R611","R741_R1232",0.426589595375723,"2019"
"R623","R741_R1232",0.478995144606291,"2019"
"R627_R1334","R741_R1232",0.119549240568349,"2019"
"R688","R741_R1232",0.225716671305316,"2019"
"R693","R741_R1232",0.0636088273474686,"2019"
"R713","R741_R1232",0.451104100946372,"2019"
"R714","R741_R1232",0.484412470023981,"2019"
"R716","R741_R1232",0.491336808001127,"2019"
